totalTickets,eventdate,distance,atm
12,1/5/2014,2828.61,CA0724
20,12/27/2013,2828.61,CA0724
15,12/8/2013,2828.61,CA0724
12,1/10/2014,2828.61,CA0724
12,12/16/2013,2828.61,CA0724
12,1/12/2014,2828.61,CA0724
12,12/9/2013,2828.61,CA0724
16,11/24/2013,2828.61,CA0724
16,1/11/2014,2828.61,CA0724
12,12/28/2013,2828.61,CA0724
16,12/21/2013,2828.61,CA0724
12,12/8/2013,2828.61,CA0724
14,12/23/2013,2828.61,CA0724
12,12/7/2013,2828.61,CA0724
14,12/14/2013,2828.61,CA0724
12,12/30/2013,2828.61,CA0724
12,1/13/2014,2828.61,CA0724
2,10/4/2013,2828.61,CA0724
12,1/1/2014,2828.61,CA0724
12,1/8/2014,2828.61,CA0724
2,6/20/2014,2828.61,CA0724
16,12/21/2013,2828.61,CA0724
22,11/30/2013,2828.61,CA0724
12,1/5/2014,2828.61,CA0724
20,12/22/2013,2828.61,CA0724
12,12/4/2013,2828.61,CA0724
30,12/11/2013,2828.61,CA0724
14,12/28/2013,2828.61,CA0724
12,11/27/2013,2828.61,CA0724
3,7/27/2014,2828.61,CA0724
12,12/12/2013,2828.61,CA0724
12,11/28/2013,2828.61,CA0724
12,1/2/2014,2828.61,CA0724
40,12/6/2013,2828.61,CA0724
3,11/3/2013,2828.61,CA0724
2,11/8/2013,2828.61,CA0724
3,9/29/2013,2828.61,CA0724
4,9/20/2013,2828.61,CA0724
16,1/4/2014,2828.61,CA0724
12,11/30/2013,2828.61,CA0724
12,12/2/2013,2828.61,CA0724
16,11/25/2013,2828.61,CA0724
12,11/23/2013,2828.61,CA0724
12,1/6/2014,2828.61,CA0724
12,11/24/2013,2828.61,CA0724
38,12/20/2013,2828.61,CA0724
36,12/22/2013,2828.61,CA0724
12,12/15/2013,2828.61,CA0724
12,12/25/2013,2828.61,CA0724
12,12/18/2013,2828.61,CA0724
41,1/11/2014,2828.61,CA0724
12,1/4/2014,2828.61,CA0724
78,12/7/2013,2828.61,CA0724
20,11/23/2013,2828.61,CA0724
30,1/12/2014,2828.61,CA0724
12,12/15/2013,2828.61,CA0724
14,12/1/2013,2828.61,CA0724
3,6/15/2014,2828.61,CA0724
2,8/1/2014,2828.61,CA0724
30,12/29/2013,2828.61,CA0724
16,12/29/2013,2828.61,CA0724
0,5/8/2013,2828.61,CA0724
0,5/9/2013,2828.61,CA0724
0,5/5/2013,2356.94,CA0724
151,6/9/2013,2828.61,CA0724
88,6/3/2013,2828.61,CA0724
157,6/13/2013,2828.61,CA0724
127,6/8/2013,2828.61,CA0724
135,6/12/2013,2828.61,CA0724
112,6/7/2013,2828.61,CA0724
0,5/10/2013,2828.61,CA0724
130,6/14/2013,2828.61,CA0724
117,6/17/2013,2828.61,CA0724
125,6/16/2013,2828.61,CA0724
91,6/9/2013,2828.61,CA0724
104,6/8/2013,2828.61,CA0724
101,6/15/2013,2828.61,CA0724
83,6/10/2013,2828.61,CA0724
135,6/15/2013,2828.61,CA0724
124,6/5/2013,2828.61,CA0724
80,6/2/2013,2828.61,CA0724
104,6/16/2013,2828.61,CA0724
155,6/2/2013,2828.61,CA0724
117,6/1/2013,2828.61,CA0724
0,5/9/2013,2356.94,CA0724
0,5/8/2013,2356.94,CA0724
0,4/27/2013,2356.94,CA0724
14,10/16/2013,2356.94,CA0724
0,4/17/2013,2828.61,CA0724
0,5/6/2013,2356.94,CA0724
102,6/20/2013,2828.61,CA0724
102,6/21/2013,2828.61,CA0724
102,6/22/2013,2828.61,CA0724
80,6/23/2013,2828.61,CA0724
74,6/22/2013,2828.61,CA0724
102,6/23/2013,2828.61,CA0724
14,8/9/2013,2356.94,CA0724
91,7/13/2013,2828.61,CA0724
121,7/14/2013,2828.61,CA0724
133,7/13/2013,2828.61,CA0724
69,7/21/2013,2828.61,CA0724
76,7/14/2013,2828.61,CA0724
86,7/15/2013,2828.61,CA0724
97,7/19/2013,2828.61,CA0724
53,7/11/2013,2828.61,CA0724
136,7/21/2013,2828.61,CA0724
134,7/20/2013,2828.61,CA0724
91,7/20/2013,2828.61,CA0724
81,7/17/2013,2828.61,CA0724
90,7/10/2013,2828.61,CA0724
36,6/30/2013,2356.94,CA0724
0,6/30/2014,2828.61,CA0724
0,7/13/2014,2828.61,CA0724
0,7/5/2014,2828.61,CA0724
0,7/5/2014,2828.61,CA0724
3,7/6/2014,2828.61,CA0724
4,7/12/2014,2828.61,CA0724
0,7/13/2014,2828.61,CA0724
12,7/12/2014,2828.61,CA0724
0,7/2/2014,2828.61,CA0724
8,6/28/2014,2828.61,CA0724
0,7/9/2014,2828.61,CA0724
0,7/6/2014,2828.61,CA0724
0,6/29/2014,2828.61,CA0724
0,7/7/2014,2828.61,CA0724
2,7/4/2014,2828.61,CA0724
0,7/10/2014,2828.61,CA0724
0,6/28/2014,2828.61,CA0724
0,1/30/2014,2828.61,CA0724
0,1/31/2014,2828.61,CA0724
0,2/2/2014,2828.61,CA0724
0,1/27/2014,2828.61,CA0724
0,2/9/2014,2828.61,CA0724
6,1/25/2014,2828.61,CA0724
0,1/26/2014,2828.61,CA0724
2,2/8/2014,2828.61,CA0724
0,2/1/2014,2828.61,CA0724
0,2/10/2014,2828.61,CA0724
0,2/3/2014,2828.61,CA0724
12,2/1/2014,2828.61,CA0724
0,2/5/2014,2828.61,CA0724
0,1/22/2014,2828.61,CA0724
0,1/29/2014,2828.61,CA0724
0,1/26/2014,2828.61,CA0724
0,1/25/2014,2828.61,CA0724
0,2/2/2014,2828.61,CA0724
0,2/9/2014,2828.61,CA0724
2,2/8/2014,2828.61,CA0724
0,1/24/2014,2828.61,CA0724
0,2/6/2014,2828.61,CA0724
0,1/23/2014,2828.61,CA0724
2,2/7/2014,2828.61,CA0724
0,6/29/2014,2828.61,CA0724
0,7/11/2014,2828.61,CA0724
0,7/3/2014,2828.61,CA0724
0,7/14/2014,2828.61,CA0724
67,6/1/2013,2356.94,CA0724
0,4/16/2013,2356.94,CA0724
0,5/10/2013,2356.94,CA0724
99,9/13/2013,2356.94,CA0724
17,5/18/2013,2356.94,CA0724
121,6/6/2013,2828.61,CA0724
63,7/18/2013,2828.61,CA0724
52,7/22/2013,2828.61,CA0724
98,7/24/2013,2828.61,CA0724
77,7/25/2013,2828.61,CA0724
68,7/26/2013,2828.61,CA0724
74,7/27/2013,2828.61,CA0724
109,7/28/2013,2828.61,CA0724
101,7/28/2013,2828.61,CA0724
87,7/27/2013,2828.61,CA0724
76,7/29/2013,2828.61,CA0724
66,6/16/2013,2356.94,CA0724
86,7/12/2013,2828.61,CA0724
168,5/29/2013,2828.61,CA0724
30,7/7/2013,2356.94,CA0724
75,5/13/2013,2828.61,CA0724
58,5/12/2013,2828.61,CA0724
17,5/17/2013,2356.94,CA0724
35,5/16/2013,2356.94,CA0724
40,11/5/2013,2356.94,CA0724
168,5/30/2013,2828.61,CA0724
13,5/11/2013,2828.61,CA0724
72,7/28/2013,2356.94,CA0724
138,5/31/2013,2828.61,CA0724
14,5/11/2013,2828.61,CA0724
194,5/25/2013,2356.94,CA0724
21,5/12/2013,2356.94,CA0724
54,12/14/2013,2828.61,CA0724
179,6/1/2013,2828.61,CA0724
54,5/12/2013,2828.61,CA0724
0,4/20/2013,1367.57,CA0729
26,5/31/2013,1862.51,CA0734
19,5/30/2013,1862.51,CA0734
105,6/1/2013,1862.51,CA0734
40,6/23/2013,1862.51,CA0734
6,6/20/2013,1862.51,CA0734
20,6/22/2013,1862.51,CA0734
6,6/21/2013,1862.51,CA0734
114,6/9/2013,1862.51,CA0734
49,5/20/2013,1862.51,CA0734
24,5/24/2013,1862.51,CA0734
12,5/24/2013,1862.51,CA0734
108,6/12/2013,1862.51,CA0734
0,5/5/2014,1862.51,CA0734
66,6/7/2013,1862.51,CA0734
0,7/20/2013,1862.51,CA0734
0,4/27/2013,1862.51,CA0734
103,5/31/2013,1862.51,CA0734
0,5/10/2013,1862.51,CA0734
0,5/4/2014,1862.51,CA0734
6,9/26/2013,1862.51,CA0734
21,5/19/2013,1862.51,CA0734
16,6/18/2013,1862.51,CA0734
20,6/25/2013,1862.51,CA0734
26,6/30/2013,1862.51,CA0734
16,7/9/2013,1862.51,CA0734
43,7/13/2013,1862.51,CA0734
44,7/20/2013,1862.51,CA0734
16,7/23/2013,1862.51,CA0734
159,6/6/2013,1862.51,CA0734
16,7/30/2013,1862.51,CA0734
244,8/1/2013,1862.51,CA0734
30,8/2/2013,1862.51,CA0734
42,9/27/2013,1862.51,CA0734
0,5/11/2013,1862.51,CA0734
12,5/16/2013,1862.51,CA0734
0,5/12/2013,1862.51,CA0734
6,6/2/2013,1862.51,CA0734
16,6/4/2013,1862.51,CA0734
16,6/5/2013,1862.51,CA0734
33,5/23/2013,1862.51,CA0734
34,6/15/2013,1862.51,CA0734
129,5/25/2013,1862.51,CA0734
0,6/13/2013,305.98,CA0735
0,5/18/2013,2661.17,CA0735
1,5/31/2013,2368.91,CA0735
4,7/13/2013,305.98,CA0735
4,7/3/2013,305.98,CA0735
4,7/11/2013,305.98,CA0735
4,7/7/2013,305.98,CA0735
4,6/26/2013,305.98,CA0735
4,7/10/2013,305.98,CA0735
4,6/12/2013,305.98,CA0735
4,6/19/2013,305.98,CA0735
4,6/10/2013,305.98,CA0735
4,6/17/2013,305.98,CA0735
4,6/24/2013,305.98,CA0735
4,6/30/2013,305.98,CA0735
4,6/23/2013,305.98,CA0735
4,7/14/2013,305.98,CA0735
4,7/7/2013,305.98,CA0735
4,7/12/2013,305.98,CA0735
4,6/16/2013,305.98,CA0735
4,6/9/2013,305.98,CA0735
4,6/5/2013,305.98,CA0735
4,6/30/2013,305.98,CA0735
4,6/23/2013,305.98,CA0735
4,6/8/2013,305.98,CA0735
4,7/14/2013,305.98,CA0735
4,6/22/2013,305.98,CA0735
4,6/15/2013,305.98,CA0735
4,7/6/2013,305.98,CA0735
4,6/29/2013,305.98,CA0735
4,6/16/2013,305.98,CA0735
4,7/13/2013,305.98,CA0735
4,6/9/2013,305.98,CA0735
4,6/15/2013,305.98,CA0735
4,7/15/2013,305.98,CA0735
4,7/8/2013,305.98,CA0735
4,7/1/2013,305.98,CA0735
4,7/6/2013,305.98,CA0735
4,6/29/2013,305.98,CA0735
4,6/22/2013,305.98,CA0735
4,6/8/2013,305.98,CA0735
4,6/20/2013,305.98,CA0735
4,6/27/2013,305.98,CA0735
4,7/4/2013,305.98,CA0735
4,6/21/2013,305.98,CA0735
4,6/28/2013,305.98,CA0735
4,6/7/2013,305.98,CA0735
4,6/14/2013,305.98,CA0735
4,7/5/2013,305.98,CA0735
4,6/6/2013,305.98,CA0735
6,6/9/2013,2368.91,CA0735
0,5/5/2013,2368.91,CA0735
0,5/20/2013,2368.91,CA0735
0,4/22/2013,2368.91,CA0735
0,5/3/2013,305.98,CA0735
0,4/18/2013,305.98,CA0735
0,5/4/2013,305.98,CA0735
0,5/8/2013,305.98,CA0735
0,5/10/2013,305.98,CA0735
0,4/26/2013,305.98,CA0735
0,4/14/2013,305.98,CA0735
0,4/21/2013,305.98,CA0735
0,4/25/2013,305.98,CA0735
0,5/9/2013,305.98,CA0735
0,4/19/2013,305.98,CA0735
0,4/12/2013,305.98,CA0735
0,4/13/2013,305.98,CA0735
0,5/6/2013,305.98,CA0735
0,5/5/2013,305.98,CA0735
0,4/28/2013,305.98,CA0735
0,4/29/2013,305.98,CA0735
0,4/22/2013,305.98,CA0735
0,4/15/2013,305.98,CA0735
0,5/5/2013,305.98,CA0735
0,4/14/2013,305.98,CA0735
0,4/28/2013,305.98,CA0735
0,4/21/2013,305.98,CA0735
0,4/20/2013,305.98,CA0735
0,4/27/2013,305.98,CA0735
0,5/1/2013,305.98,CA0735
0,4/24/2013,305.98,CA0735
0,4/17/2013,305.98,CA0735
0,4/27/2013,305.98,CA0735
0,5/4/2013,305.98,CA0735
0,4/13/2013,305.98,CA0735
0,4/20/2013,305.98,CA0735
0,5/2/2013,305.98,CA0735
0,4/11/2013,305.98,CA0735
0,4/27/2013,2368.91,CA0735
0,5/2/2013,2368.91,CA0735
2,5/12/2013,305.98,CA0735
2,5/13/2013,305.98,CA0735
0,5/12/2013,305.98,CA0735
0,5/11/2013,305.98,CA0735
0,5/11/2013,305.98,CA0735
0,5/26/2013,1769.59,CA0736
0,6/1/2013,1769.59,CA0736
4,5/19/2013,2748.28,CA0736
10,6/29/2013,1769.59,CA0736
10,6/9/2013,1769.59,CA0736
22,5/23/2013,2894.96,CA0736
4,5/19/2013,1769.59,CA0736
0,4/21/2013,1769.59,CA0736
92,7/10/2013,2748.28,CA0736
79,5/30/2013,2894.96,CA0736
14,5/20/2013,2894.96,CA0736
0,5/2/2013,2894.96,CA0736
0,4/17/2013,2894.96,CA0736
10,9/28/2013,1663.35,CA0736
0,4/13/2013,1769.59,CA0736
0,4/27/2013,1769.59,CA0736
0,4/22/2013,2894.96,CA0736
0,5/26/2013,1769.59,CA0736
0,4/18/2013,2894.96,CA0736
164,8/8/2013,2748.28,CA0736
0,4/12/2013,2155.38,CA0736
0,4/11/2013,2155.38,CA0736
0,4/10/2013,2155.38,CA0736
0,4/13/2013,2155.38,CA0736
0,4/14/2013,2155.38,CA0736
0,4/13/2013,2155.38,CA0736
0,4/20/2013,2155.38,CA0736
0,4/19/2013,2155.38,CA0736
0,4/26/2013,2155.38,CA0736
0,4/21/2013,2155.38,CA0736
0,4/28/2013,2155.38,CA0736
0,4/27/2013,2155.38,CA0736
0,4/29/2013,2155.38,CA0736
0,4/27/2013,2155.38,CA0736
0,4/15/2013,2155.38,CA0736
0,4/17/2013,2155.38,CA0736
0,4/18/2013,2155.38,CA0736
0,4/20/2013,2155.38,CA0736
0,4/21/2013,2155.38,CA0736
0,4/22/2013,2155.38,CA0736
0,4/24/2013,2155.38,CA0736
0,4/25/2013,2155.38,CA0736
0,4/28/2013,2155.38,CA0736
0,4/14/2013,2155.38,CA0736
1,6/21/2013,2894.96,CA0736
33,5/17/2013,2894.96,CA0736
2,5/12/2013,2748.28,CA0736
4,5/13/2013,1769.59,CA0736
1,5/11/2013,1769.59,CA0736
15,5/17/2013,1769.59,CA0736
0,11/15/2017,2634.34,CA0759
72,6/22/2013,2647.37,CA0759
27,6/23/2013,2729.11,CA0759
53,6/10/2013,2634.34,CA0759
51,6/9/2013,2634.34,CA0759
112,6/8/2013,2634.34,CA0759
103,6/19/2013,2634.34,CA0759
104,6/6/2013,2634.34,CA0759
57,6/30/2013,2634.34,CA0759
62,6/29/2013,2634.34,CA0759
52,6/3/2013,2634.34,CA0759
108,6/7/2013,2634.34,CA0759
107,6/13/2013,2634.34,CA0759
114,6/26/2013,2634.34,CA0759
63,6/23/2013,2634.34,CA0759
126,6/30/2013,2634.34,CA0759
47,6/20/2013,2634.34,CA0759
49,6/21/2013,2634.34,CA0759
57,6/22/2013,2634.34,CA0759
34,5/26/2013,2634.34,CA0759
112,5/29/2013,2634.34,CA0759
132,6/1/2013,2634.34,CA0759
134,6/23/2013,2634.34,CA0759
144,5/26/2013,2634.34,CA0759
61,5/27/2013,2634.34,CA0759
117,5/25/2013,2634.34,CA0759
52,6/16/2013,2634.34,CA0759
113,6/27/2013,2634.34,CA0759
117,5/31/2013,2634.34,CA0759
59,6/27/2013,2634.34,CA0759
46,6/28/2013,2634.34,CA0759
55,6/2/2013,2634.34,CA0759
104,6/14/2013,2634.34,CA0759
53,6/9/2013,2634.34,CA0759
112,6/12/2013,2634.34,CA0759
104,6/15/2013,2634.34,CA0759
106,6/5/2013,2634.34,CA0759
59,6/16/2013,2634.34,CA0759
61,6/17/2013,2634.34,CA0759
50,6/15/2013,2634.34,CA0759
77,6/23/2013,2647.37,CA0759
62,6/1/2013,2634.34,CA0759
121,5/23/2013,2634.34,CA0759
59,6/8/2013,2634.34,CA0759
125,5/24/2013,2634.34,CA0759
123,5/22/2013,2634.34,CA0759
8,6/15/2013,2729.11,CA0759
68,6/2/2013,2634.34,CA0759
0,5/2/2013,2634.34,CA0759
0,5/3/2013,2634.34,CA0759
0,5/4/2013,2634.34,CA0759
0,5/4/2013,2634.34,CA0759
0,5/5/2013,2634.34,CA0759
0,5/5/2013,2634.34,CA0759
0,5/6/2013,2634.34,CA0759
0,4/29/2013,2634.34,CA0759
0,4/27/2013,2634.34,CA0759
0,4/26/2013,2634.34,CA0759
0,4/28/2013,2634.34,CA0759
0,5/1/2013,2634.34,CA0759
0,4/28/2013,2634.34,CA0759
0,4/27/2013,2634.34,CA0759
43,7/14/2013,2647.37,CA0759
44,7/12/2013,2647.37,CA0759
0,4/18/2013,2647.37,CA0759
0,4/19/2013,2647.37,CA0759
0,4/20/2013,2647.37,CA0759
0,4/21/2013,2647.37,CA0759
0,4/28/2013,2647.37,CA0759
0,4/28/2013,2647.37,CA0759
0,4/27/2013,2647.37,CA0759
0,4/20/2013,2647.37,CA0759
0,4/21/2013,2647.37,CA0759
18,5/26/2013,2647.37,CA0759
41,5/31/2013,2647.37,CA0759
78,6/9/2013,2647.37,CA0759
67,6/6/2013,2647.37,CA0759
22,6/2/2013,2647.37,CA0759
14,5/31/2013,2729.11,CA0759
0,5/29/2013,2729.11,CA0759
13,5/26/2013,2729.11,CA0759
35,5/19/2013,2729.11,CA0759
0,5/5/2013,2729.11,CA0759
0,5/3/2013,2729.11,CA0759
0,5/1/2013,2729.11,CA0759
0,4/27/2013,2729.11,CA0759
0,4/27/2013,2729.11,CA0759
0,4/28/2013,2729.11,CA0759
0,4/19/2013,2729.11,CA0759
0,4/18/2013,2729.11,CA0759
0,4/24/2013,2729.11,CA0759
0,4/22/2013,2729.11,CA0759
0,4/15/2013,2729.11,CA0759
0,4/17/2013,2729.11,CA0759
0,4/13/2013,2729.11,CA0759
4,6/3/2013,2729.11,CA0759
0,6/2/2013,2729.11,CA0759
2,5/31/2013,2729.11,CA0759
0,4/13/2013,2729.11,CA0759
0,4/14/2013,2729.11,CA0759
44,7/13/2013,2647.37,CA0759
44,7/13/2013,2647.37,CA0759
0,5/10/2013,2729.11,CA0759
0,5/8/2013,2729.11,CA0759
0,5/5/2013,2729.11,CA0759
0,5/4/2013,2729.11,CA0759
0,4/11/2013,2729.11,CA0759
0,4/21/2013,2729.11,CA0759
0,4/21/2013,2729.11,CA0759
0,4/20/2013,2729.11,CA0759
0,4/14/2013,2729.11,CA0759
0,5/4/2013,2604.52,CA0759
0,5/3/2013,2604.52,CA0759
0,4/26/2013,2604.52,CA0759
0,4/27/2013,2604.52,CA0759
0,4/29/2013,2604.52,CA0759
0,4/28/2013,2604.52,CA0759
0,5/1/2013,2604.52,CA0759
0,5/6/2013,2604.52,CA0759
0,5/4/2013,2604.52,CA0759
0,5/5/2013,2604.52,CA0759
0,5/2/2013,2604.52,CA0759
2,6/1/2013,2604.52,CA0759
0,5/8/2013,2604.52,CA0759
0,5/10/2013,2604.52,CA0759
2,5/18/2013,2604.52,CA0759
4,5/19/2013,2604.52,CA0759
2,5/20/2013,2604.52,CA0759
2,5/19/2013,2604.52,CA0759
10,5/26/2013,2604.52,CA0759
2,5/25/2013,2604.52,CA0759
2,5/18/2013,2604.52,CA0759
2,5/31/2013,2604.52,CA0759
2,5/27/2013,2604.52,CA0759
2,5/26/2013,2604.52,CA0759
2,5/29/2013,2604.52,CA0759
2,5/30/2013,2604.52,CA0759
0,4/25/2013,2604.52,CA0759
0,4/28/2013,2604.52,CA0759
0,4/27/2013,2604.52,CA0759
16,6/2/2013,2729.11,CA0759
35,5/18/2013,2729.11,CA0759
41,5/26/2013,2729.11,CA0759
26,5/30/2013,2634.34,CA0759
51,7/14/2013,2647.37,CA0759
122,6/22/2013,2634.34,CA0759
77,6/23/2013,2647.37,CA0759
115,6/29/2013,2634.34,CA0759
31,5/19/2013,2647.37,CA0759
0,5/10/2013,2729.11,CA0759
2,5/12/2013,2604.52,CA0759
2,5/13/2013,2604.52,CA0759
0,5/11/2013,2604.52,CA0759
0,5/12/2013,2604.52,CA0759
2,5/16/2013,2604.52,CA0759
2,5/17/2013,2604.52,CA0759
0,5/11/2013,2604.52,CA0759
2,5/15/2013,2604.52,CA0759
39,5/24/2013,2729.11,CA0759
24,10/13/2013,2841.41,CA0763
43,9/1/2013,2841.41,CA0763
0,4/17/2013,2841.41,CA0763
24,10/13/2013,2841.41,CA0764
43,9/1/2013,2841.41,CA0764
0,4/17/2013,2841.41,CA0764
0,5/20/2013,2456.93,CA0775
0,5/19/2013,2456.93,CA0775
0,5/19/2013,2456.93,CA0775
0,5/18/2013,2456.93,CA0775
0,5/18/2013,2456.93,CA0775
4,5/19/2013,2776.02,CA0775
8,5/26/2013,2931.09,CA0775
8,5/25/2013,2931.09,CA0775
92,7/10/2013,2776.02,CA0775
0,7/6/2013,2456.93,CA0775
0,7/6/2013,2456.93,CA0775
0,7/8/2013,2456.93,CA0775
10,7/7/2013,2456.93,CA0775
10,7/7/2013,2456.93,CA0775
26,6/2/2013,2931.09,CA0775
164,8/8/2013,2776.02,CA0775
0,4/21/2013,2456.93,CA0775
16,5/18/2013,2931.09,CA0775
0,5/17/2013,2456.93,CA0775
2,5/12/2013,2776.02,CA0775
0,5/12/2013,2931.09,CA0775
14,5/17/2013,2931.09,CA0775
0,5/20/2013,2456.93,CA0776
0,5/19/2013,2456.93,CA0776
0,5/19/2013,2456.93,CA0776
0,5/18/2013,2456.93,CA0776
0,5/18/2013,2456.93,CA0776
4,5/19/2013,2776.02,CA0776
8,5/26/2013,2931.09,CA0776
8,5/25/2013,2931.09,CA0776
92,7/10/2013,2776.02,CA0776
0,7/6/2013,2456.93,CA0776
0,7/6/2013,2456.93,CA0776
0,7/8/2013,2456.93,CA0776
10,7/7/2013,2456.93,CA0776
10,7/7/2013,2456.93,CA0776
26,6/2/2013,2931.09,CA0776
164,8/8/2013,2776.02,CA0776
0,4/21/2013,2456.93,CA0776
16,5/18/2013,2931.09,CA0776
0,5/17/2013,2456.93,CA0776
2,5/12/2013,2776.02,CA0776
0,5/12/2013,2931.09,CA0776
14,5/17/2013,2931.09,CA0776
0,4/16/2014,2753.66,CA0796
0,7/28/2013,912.38,CA0796
0,6/7/2013,1513.91,CA0796
0,6/13/2013,576.35,CA0796
0,6/19/2013,576.35,CA0796
0,7/2/2013,576.35,CA0796
0,6/27/2013,576.35,CA0796
0,6/30/2013,576.35,CA0796
0,6/22/2013,576.35,CA0796
0,6/20/2013,576.35,CA0796
0,6/26/2013,576.35,CA0796
0,6/29/2013,576.35,CA0796
0,7/7/2013,576.35,CA0796
0,7/3/2013,576.35,CA0796
0,7/6/2013,576.35,CA0796
13,7/24/2013,912.38,CA0796
0,5/10/2013,1852.78,CA0796
0,8/3/2013,912.38,CA0796
0,8/2/2013,912.38,CA0796
8,8/3/2013,1852.78,CA0796
8,6/6/2013,576.35,CA0796
8,6/12/2013,576.35,CA0796
4,6/23/2013,576.35,CA0796
8,6/15/2013,576.35,CA0796
8,6/28/2013,576.35,CA0796
10,7/7/2013,576.35,CA0796
8,6/21/2013,576.35,CA0796
8,7/4/2013,576.35,CA0796
8,6/30/2013,576.35,CA0796
2,6/10/2013,912.38,CA0796
2,8/1/2013,912.38,CA0796
2,6/9/2013,576.35,CA0796
2,6/23/2013,576.35,CA0796
22,6/8/2013,2753.66,CA0796
20,2/25/2014,912.38,CA0796
18,6/8/2013,1513.91,CA0796
16,6/29/2013,1852.78,CA0796
6,6/16/2013,2753.66,CA0796
24,9/14/2013,2753.66,CA0796
0,4/14/2013,1852.78,CA0796
0,4/13/2013,1852.78,CA0796
0,4/12/2013,1852.78,CA0796
0,4/29/2013,912.38,CA0796
0,5/9/2013,1852.78,CA0796
49,5/21/2013,2753.66,CA0796
0,5/4/2013,576.35,CA0796
0,4/25/2013,2753.66,CA0796
10,7/8/2013,2753.66,CA0796
0,4/24/2013,2753.66,CA0796
0,6/11/2013,912.38,CA0796
0,5/10/2013,2753.66,CA0796
0,4/13/2013,2753.66,CA0796
0,6/30/2013,912.38,CA0796
0,4/29/2013,826.82,CA0796
586,8/3/2013,826.82,CA0796
31,5/23/2013,1852.78,CA0796
0,4/18/2013,826.82,CA0796
0,4/13/2013,1652.96,CA0796
18,5/22/2013,2753.66,CA0796
0,4/27/2013,1652.96,CA0796
0,4/28/2013,1652.96,CA0796
0,6/8/2013,912.38,CA0796
0,6/9/2013,912.38,CA0796
0,4/14/2013,912.38,CA0796
0,4/11/2013,912.38,CA0796
0,4/13/2013,912.38,CA0796
0,6/18/2013,912.38,CA0796
8,6/6/2013,1852.78,CA0796
0,4/12/2013,2753.66,CA0796
0,6/30/2013,912.38,CA0796
0,5/6/2013,576.35,CA0796
0,4/27/2013,2753.66,CA0796
0,5/6/2013,2753.66,CA0796
0,4/18/2013,912.38,CA0796
20,6/9/2013,912.38,CA0796
0,6/6/2013,912.38,CA0796
0,6/22/2013,912.38,CA0796
0,6/23/2013,912.38,CA0796
0,4/14/2013,912.38,CA0796
0,7/9/2013,2753.66,CA0796
20,10/18/2013,2753.66,CA0796
0,6/1/2013,2753.66,CA0796
0,5/1/2013,1852.78,CA0796
18,5/24/2013,1513.91,CA0796
0,5/4/2013,1513.91,CA0796
0,4/20/2013,912.38,CA0796
0,4/21/2013,912.38,CA0796
0,6/28/2013,912.38,CA0796
2,7/3/2013,912.38,CA0796
0,6/29/2013,912.38,CA0796
10,5/31/2013,1513.91,CA0796
0,4/26/2013,2753.66,CA0796
0,9/29/2013,912.38,CA0796
19,7/6/2013,912.38,CA0796
29,7/7/2013,912.38,CA0796
0,5/19/2013,1852.78,CA0796
16,6/22/2013,1852.78,CA0796
18,5/24/2013,912.38,CA0796
33,5/25/2013,1852.78,CA0796
10,5/23/2013,1513.91,CA0796
10,5/22/2013,1513.91,CA0796
0,5/9/2013,1652.96,CA0796
0,5/9/2013,1652.96,CA0796
0,5/10/2013,1652.96,CA0796
0,6/2/2013,912.38,CA0796
94,8/3/2013,912.38,CA0796
99,7/9/2013,576.35,CA0796
0,4/19/2013,2753.66,CA0796
64,6/10/2013,2753.66,CA0796
0,5/4/2013,576.35,CA0796
0,5/10/2013,576.35,CA0796
0,4/16/2013,912.38,CA0796
38,8/2/2013,912.38,CA0796
0,4/23/2013,1852.78,CA0796
0,4/29/2013,1852.78,CA0796
0,4/24/2013,1852.78,CA0796
0,5/5/2013,576.35,CA0796
0,5/5/2013,576.35,CA0796
0,5/9/2013,576.35,CA0796
0,5/8/2013,576.35,CA0796
0,4/28/2013,826.82,CA0796
12,9/10/2013,1852.78,CA0796
0,5/4/2013,2753.66,CA0796
2,5/21/2013,912.38,CA0796
6,6/14/2013,1513.91,CA0796
569,8/5/2013,826.82,CA0796
677,8/4/2013,826.82,CA0796
28,5/23/2013,2753.66,CA0796
32,7/19/2013,2753.66,CA0796
26,6/9/2013,2753.66,CA0796
18,6/23/2013,2753.66,CA0796
20,6/20/2013,2753.66,CA0796
32,7/6/2013,2753.66,CA0796
24,7/8/2013,2753.66,CA0796
45,6/26/2013,2753.66,CA0796
34,8/1/2013,2753.66,CA0796
16,5/11/2013,1652.96,CA0796
0,5/11/2013,1652.96,CA0796
26,5/12/2013,1652.96,CA0796
27,5/13/2013,1652.96,CA0796
0,5/12/2013,1852.78,CA0796
8,5/14/2013,1852.78,CA0796
1,5/12/2013,2753.66,CA0796
0,5/17/2013,912.38,CA0796
0,5/11/2013,1513.91,CA0796
0,5/11/2013,576.35,CA0796
0,5/12/2013,576.35,CA0796
0,5/11/2013,576.35,CA0796
10,5/17/2013,2753.66,CA0796
6,5/15/2013,1513.91,CA0796
0,5/13/2013,1852.78,CA0796
0,5/11/2013,1852.78,CA0796
14,5/14/2013,2753.66,CA0796
45,9/13/2013,2753.66,CA0796
2,5/12/2013,576.35,CA0796
148,5/24/2013,2753.66,CA0796
