totalTickets,eventdate,distance,atm
0,10/11/2013,1398.87,CA0218
0,10/5/2013,1398.87,CA0218
0,9/18/2013,1398.87,CA0218
0,6/13/2014,1398.87,CA0218
0,6/8/2014,1398.87,CA0218
0,6/22/2014,1398.87,CA0218
0,8/7/2014,1398.87,CA0218
0,8/8/2014,1398.87,CA0218
0,7/20/2014,1398.87,CA0218
0,8/3/2014,1398.87,CA0218
0,8/11/2014,1398.87,CA0218
0,7/21/2014,1398.87,CA0218
0,7/19/2014,1398.87,CA0218
0,6/15/2014,1398.87,CA0218
0,6/14/2014,1398.87,CA0218
0,6/9/2014,1398.87,CA0218
0,6/4/2014,1398.87,CA0218
0,6/21/2014,1398.87,CA0218
0,6/22/2014,1398.87,CA0218
0,7/24/2014,1398.87,CA0218
0,7/25/2014,1398.87,CA0218
0,11/4/2013,1398.87,CA0218
0,11/2/2013,1398.87,CA0218
0,10/27/2013,1398.87,CA0218
0,10/30/2013,1398.87,CA0218
0,11/1/2013,1398.87,CA0218
0,10/24/2013,1398.87,CA0218
0,10/28/2013,1398.87,CA0218
0,10/12/2013,1398.87,CA0218
0,10/13/2013,1398.87,CA0218
0,10/14/2013,1398.87,CA0218
0,10/6/2013,1398.87,CA0218
0,10/6/2013,1398.87,CA0218
0,10/7/2013,1398.87,CA0218
0,9/21/2013,1398.87,CA0218
0,9/25/2013,1398.87,CA0218
0,5/18/2014,1398.87,CA0218
0,5/14/2014,1398.87,CA0218
0,5/19/2014,1398.87,CA0218
0,5/15/2014,1398.87,CA0218
0,5/18/2014,1398.87,CA0218
0,6/23/2014,1398.87,CA0218
0,6/8/2014,1398.87,CA0218
0,6/7/2014,1398.87,CA0218
0,6/11/2014,1398.87,CA0218
0,7/17/2014,1398.87,CA0218
0,6/18/2014,1398.87,CA0218
0,6/12/2014,1398.87,CA0218
0,8/10/2014,1398.87,CA0218
0,8/3/2014,1398.87,CA0218
0,7/26/2014,1398.87,CA0218
0,8/4/2014,1398.87,CA0218
0,7/23/2014,1398.87,CA0218
0,8/10/2014,1398.87,CA0218
0,7/28/2014,1398.87,CA0218
0,9/19/2013,1398.87,CA0218
2,11/10/2013,1398.87,CA0218
8,10/26/2013,1398.87,CA0218
12,6/14/2014,1398.87,CA0218
6,10/12/2013,1398.87,CA0218
12,9/28/2013,1398.87,CA0218
2,11/9/2013,1398.87,CA0218
12,11/2/2013,1398.87,CA0218
4,6/19/2014,1398.87,CA0218
2,7/18/2014,1398.87,CA0218
12,7/26/2014,1398.87,CA0218
4,11/7/2013,1398.87,CA0218
2,10/3/2013,1398.87,CA0218
8,7/19/2014,1398.87,CA0218
2,10/5/2013,1398.87,CA0218
4,7/31/2014,1398.87,CA0218
2,8/2/2014,1398.87,CA0218
2,6/6/2014,1398.87,CA0218
4,6/21/2014,1398.87,CA0218
8,6/7/2014,1398.87,CA0218
8,9/21/2013,1398.87,CA0218
6,5/17/2014,1398.87,CA0218
22,5/23/2013,1475.32,CA0218
20,6/8/2013,1619.2,CA0218
4,10/25/2013,1398.87,CA0218
12,12/26/2013,1398.87,CA0218
12,12/19/2013,1398.87,CA0218
36,12/5/2013,1398.87,CA0218
12,11/21/2013,1398.87,CA0218
14,12/13/2013,1398.87,CA0218
12,11/29/2013,1398.87,CA0218
14,11/22/2013,1398.87,CA0218
12,1/9/2014,1398.87,CA0218
12,12/1/2013,1398.87,CA0218
12,1/3/2014,1398.87,CA0218
12,1/5/2014,1398.87,CA0218
20,12/27/2013,1398.87,CA0218
15,12/8/2013,1398.87,CA0218
12,1/10/2014,1398.87,CA0218
12,12/16/2013,1398.87,CA0218
12,1/12/2014,1398.87,CA0218
12,12/9/2013,1398.87,CA0218
16,11/24/2013,1398.87,CA0218
16,1/11/2014,1398.87,CA0218
12,12/28/2013,1398.87,CA0218
16,12/21/2013,1398.87,CA0218
12,12/8/2013,1398.87,CA0218
14,12/23/2013,1398.87,CA0218
12,12/7/2013,1398.87,CA0218
14,12/14/2013,1398.87,CA0218
12,12/30/2013,1398.87,CA0218
12,1/13/2014,1398.87,CA0218
2,10/4/2013,1398.87,CA0218
12,1/1/2014,1398.87,CA0218
12,1/8/2014,1398.87,CA0218
2,6/20/2014,1398.87,CA0218
16,12/21/2013,1398.87,CA0218
22,11/30/2013,1398.87,CA0218
12,1/5/2014,1398.87,CA0218
20,12/22/2013,1398.87,CA0218
12,12/4/2013,1398.87,CA0218
30,12/11/2013,1398.87,CA0218
14,12/28/2013,1398.87,CA0218
12,11/27/2013,1398.87,CA0218
3,7/27/2014,1398.87,CA0218
12,12/12/2013,1398.87,CA0218
12,11/28/2013,1398.87,CA0218
12,1/2/2014,1398.87,CA0218
40,12/6/2013,1398.87,CA0218
3,11/3/2013,1398.87,CA0218
2,11/8/2013,1398.87,CA0218
3,9/29/2013,1398.87,CA0218
4,9/20/2013,1398.87,CA0218
16,1/4/2014,1398.87,CA0218
12,11/30/2013,1398.87,CA0218
12,12/2/2013,1398.87,CA0218
16,11/25/2013,1398.87,CA0218
12,11/23/2013,1398.87,CA0218
12,1/6/2014,1398.87,CA0218
12,11/24/2013,1398.87,CA0218
38,12/20/2013,1398.87,CA0218
36,12/22/2013,1398.87,CA0218
12,12/15/2013,1398.87,CA0218
12,12/25/2013,1398.87,CA0218
12,12/18/2013,1398.87,CA0218
41,1/11/2014,1398.87,CA0218
12,1/4/2014,1398.87,CA0218
78,12/7/2013,1398.87,CA0218
20,11/23/2013,1398.87,CA0218
30,1/12/2014,1398.87,CA0218
12,12/15/2013,1398.87,CA0218
14,12/1/2013,1398.87,CA0218
3,6/15/2014,1398.87,CA0218
2,8/1/2014,1398.87,CA0218
30,12/29/2013,1398.87,CA0218
16,12/29/2013,1398.87,CA0218
0,5/8/2013,1398.87,CA0218
0,5/9/2013,1398.87,CA0218
0,5/5/2013,1475.32,CA0218
151,6/9/2013,1398.87,CA0218
88,6/3/2013,1398.87,CA0218
157,6/13/2013,1398.87,CA0218
127,6/8/2013,1398.87,CA0218
135,6/12/2013,1398.87,CA0218
112,6/7/2013,1398.87,CA0218
0,5/10/2013,1398.87,CA0218
130,6/14/2013,1398.87,CA0218
117,6/17/2013,1398.87,CA0218
125,6/16/2013,1398.87,CA0218
91,6/9/2013,1398.87,CA0218
104,6/8/2013,1398.87,CA0218
101,6/15/2013,1398.87,CA0218
83,6/10/2013,1398.87,CA0218
135,6/15/2013,1398.87,CA0218
124,6/5/2013,1398.87,CA0218
80,6/2/2013,1398.87,CA0218
104,6/16/2013,1398.87,CA0218
155,6/2/2013,1398.87,CA0218
117,6/1/2013,1398.87,CA0218
35,5/22/2013,1619.2,CA0218
0,5/9/2013,1475.32,CA0218
0,5/8/2013,1475.32,CA0218
0,5/4/2013,742.64,CA0218
34,5/23/2013,1619.2,CA0218
0,4/27/2013,1475.32,CA0218
14,10/16/2013,1475.32,CA0218
0,4/17/2013,1398.87,CA0218
0,4/13/2013,742.64,CA0218
0,5/10/2013,742.64,CA0218
0,4/27/2013,742.64,CA0218
0,5/6/2013,1475.32,CA0218
297,7/18/2013,742.64,CA0218
102,6/20/2013,1398.87,CA0218
102,6/21/2013,1398.87,CA0218
102,6/22/2013,1398.87,CA0218
80,6/23/2013,1398.87,CA0218
74,6/22/2013,1398.87,CA0218
102,6/23/2013,1398.87,CA0218
441,7/19/2013,742.64,CA0218
14,8/9/2013,1475.32,CA0218
91,7/13/2013,1398.87,CA0218
121,7/14/2013,1398.87,CA0218
133,7/13/2013,1398.87,CA0218
69,7/21/2013,1398.87,CA0218
76,7/14/2013,1398.87,CA0218
86,7/15/2013,1398.87,CA0218
97,7/19/2013,1398.87,CA0218
53,7/11/2013,1398.87,CA0218
136,7/21/2013,1398.87,CA0218
134,7/20/2013,1398.87,CA0218
91,7/20/2013,1398.87,CA0218
81,7/17/2013,1398.87,CA0218
90,7/10/2013,1398.87,CA0218
36,6/30/2013,1475.32,CA0218
0,6/30/2014,1398.87,CA0218
0,7/13/2014,1398.87,CA0218
0,7/5/2014,1398.87,CA0218
0,7/5/2014,1398.87,CA0218
3,7/6/2014,1398.87,CA0218
4,7/12/2014,1398.87,CA0218
0,7/13/2014,1398.87,CA0218
12,7/12/2014,1398.87,CA0218
0,7/2/2014,1398.87,CA0218
8,6/28/2014,1398.87,CA0218
0,7/9/2014,1398.87,CA0218
0,7/6/2014,1398.87,CA0218
0,6/29/2014,1398.87,CA0218
0,7/7/2014,1398.87,CA0218
2,7/4/2014,1398.87,CA0218
0,7/10/2014,1398.87,CA0218
0,6/28/2014,1398.87,CA0218
0,1/30/2014,1398.87,CA0218
0,1/31/2014,1398.87,CA0218
0,2/2/2014,1398.87,CA0218
0,1/27/2014,1398.87,CA0218
0,2/9/2014,1398.87,CA0218
6,1/25/2014,1398.87,CA0218
0,1/26/2014,1398.87,CA0218
2,2/8/2014,1398.87,CA0218
0,2/1/2014,1398.87,CA0218
0,2/10/2014,1398.87,CA0218
0,2/3/2014,1398.87,CA0218
12,2/1/2014,1398.87,CA0218
0,2/5/2014,1398.87,CA0218
0,1/22/2014,1398.87,CA0218
0,1/29/2014,1398.87,CA0218
0,1/26/2014,1398.87,CA0218
0,1/25/2014,1398.87,CA0218
0,2/2/2014,1398.87,CA0218
0,2/9/2014,1398.87,CA0218
2,2/8/2014,1398.87,CA0218
0,1/24/2014,1398.87,CA0218
0,2/6/2014,1398.87,CA0218
0,1/23/2014,1398.87,CA0218
2,2/7/2014,1398.87,CA0218
0,6/29/2014,1398.87,CA0218
0,7/11/2014,1398.87,CA0218
0,7/3/2014,1398.87,CA0218
0,7/14/2014,1398.87,CA0218
67,6/1/2013,1475.32,CA0218
0,4/16/2013,1475.32,CA0218
0,5/10/2013,1475.32,CA0218
99,9/13/2013,1475.32,CA0218
256,5/31/2013,742.64,CA0218
17,5/18/2013,1475.32,CA0218
121,6/6/2013,1398.87,CA0218
63,7/18/2013,1398.87,CA0218
52,7/22/2013,1398.87,CA0218
98,7/24/2013,1398.87,CA0218
77,7/25/2013,1398.87,CA0218
145,6/3/2013,742.64,CA0218
68,7/26/2013,1398.87,CA0218
74,7/27/2013,1398.87,CA0218
109,7/28/2013,1398.87,CA0218
101,7/28/2013,1398.87,CA0218
87,7/27/2013,1398.87,CA0218
76,7/29/2013,1398.87,CA0218
138,6/6/2013,742.64,CA0218
66,6/16/2013,1475.32,CA0218
86,7/12/2013,1398.87,CA0218
168,5/29/2013,1398.87,CA0218
30,7/7/2013,1475.32,CA0218
164,8/28/2013,742.64,CA0218
194,8/8/2013,742.64,CA0218
75,5/13/2013,1398.87,CA0218
58,5/12/2013,1398.87,CA0218
17,5/17/2013,1475.32,CA0218
35,5/16/2013,1475.32,CA0218
40,11/5/2013,1475.32,CA0218
168,5/30/2013,1398.87,CA0218
13,5/11/2013,1398.87,CA0218
72,7/28/2013,1475.32,CA0218
138,5/31/2013,1398.87,CA0218
14,5/11/2013,1398.87,CA0218
194,5/25/2013,1475.32,CA0218
21,5/12/2013,1475.32,CA0218
0,7/17/2013,1619.2,CA0218
54,12/14/2013,1398.87,CA0218
73,6/9/2013,742.64,CA0218
179,6/1/2013,1398.87,CA0218
140,7/27/2013,742.64,CA0218
346,5/30/2013,742.64,CA0218
54,5/12/2013,1398.87,CA0218
0,10/10/2013,1398.87,CA0219
0,9/28/2013,1398.87,CA0219
0,6/5/2014,1398.87,CA0219
0,6/16/2014,1398.87,CA0219
0,10/31/2013,1398.87,CA0219
0,10/27/2013,1398.87,CA0219
0,11/10/2013,1398.87,CA0219
0,10/26/2013,1398.87,CA0219
0,11/11/2013,1398.87,CA0219
0,11/3/2013,1398.87,CA0219
0,11/6/2013,1398.87,CA0219
0,11/9/2013,1398.87,CA0219
0,9/30/2013,1398.87,CA0219
0,9/29/2013,1398.87,CA0219
0,9/22/2013,1398.87,CA0219
0,9/23/2013,1398.87,CA0219
0,9/22/2013,1398.87,CA0219
0,9/27/2013,1398.87,CA0219
0,9/26/2013,1398.87,CA0219
0,7/30/2014,1398.87,CA0219
0,8/6/2014,1398.87,CA0219
0,8/9/2014,1398.87,CA0219
0,7/16/2014,1398.87,CA0219
0,8/2/2014,1398.87,CA0219
0,7/20/2014,1398.87,CA0219
0,7/27/2014,1398.87,CA0219
0,8/9/2014,1398.87,CA0219
0,5/16/2014,1398.87,CA0219
0,5/17/2014,1398.87,CA0219
0,10/13/2013,1398.87,CA0219
0,10/9/2013,1398.87,CA0219
0,10/2/2013,1398.87,CA0219
0,10/11/2013,1398.87,CA0219
0,10/5/2013,1398.87,CA0219
0,9/18/2013,1398.87,CA0219
0,6/13/2014,1398.87,CA0219
0,6/8/2014,1398.87,CA0219
0,6/22/2014,1398.87,CA0219
0,8/7/2014,1398.87,CA0219
0,8/8/2014,1398.87,CA0219
0,7/20/2014,1398.87,CA0219
0,8/3/2014,1398.87,CA0219
0,8/11/2014,1398.87,CA0219
0,7/21/2014,1398.87,CA0219
0,7/19/2014,1398.87,CA0219
0,6/15/2014,1398.87,CA0219
0,6/14/2014,1398.87,CA0219
0,6/9/2014,1398.87,CA0219
0,6/4/2014,1398.87,CA0219
0,6/21/2014,1398.87,CA0219
0,6/22/2014,1398.87,CA0219
0,7/24/2014,1398.87,CA0219
0,7/25/2014,1398.87,CA0219
0,11/4/2013,1398.87,CA0219
0,11/2/2013,1398.87,CA0219
0,10/27/2013,1398.87,CA0219
0,10/30/2013,1398.87,CA0219
0,11/1/2013,1398.87,CA0219
0,10/24/2013,1398.87,CA0219
0,10/28/2013,1398.87,CA0219
0,10/12/2013,1398.87,CA0219
0,10/13/2013,1398.87,CA0219
0,10/14/2013,1398.87,CA0219
0,10/6/2013,1398.87,CA0219
0,10/6/2013,1398.87,CA0219
0,10/7/2013,1398.87,CA0219
0,9/21/2013,1398.87,CA0219
0,9/25/2013,1398.87,CA0219
0,5/18/2014,1398.87,CA0219
0,5/14/2014,1398.87,CA0219
0,5/19/2014,1398.87,CA0219
0,5/15/2014,1398.87,CA0219
0,5/18/2014,1398.87,CA0219
0,6/23/2014,1398.87,CA0219
0,6/8/2014,1398.87,CA0219
0,6/7/2014,1398.87,CA0219
0,6/11/2014,1398.87,CA0219
0,7/17/2014,1398.87,CA0219
0,6/18/2014,1398.87,CA0219
0,6/12/2014,1398.87,CA0219
0,8/10/2014,1398.87,CA0219
0,8/3/2014,1398.87,CA0219
0,7/26/2014,1398.87,CA0219
0,8/4/2014,1398.87,CA0219
0,7/23/2014,1398.87,CA0219
0,8/10/2014,1398.87,CA0219
0,7/28/2014,1398.87,CA0219
0,9/19/2013,1398.87,CA0219
2,11/10/2013,1398.87,CA0219
8,10/26/2013,1398.87,CA0219
12,6/14/2014,1398.87,CA0219
6,10/12/2013,1398.87,CA0219
12,9/28/2013,1398.87,CA0219
2,11/9/2013,1398.87,CA0219
12,11/2/2013,1398.87,CA0219
4,6/19/2014,1398.87,CA0219
2,7/18/2014,1398.87,CA0219
12,7/26/2014,1398.87,CA0219
4,11/7/2013,1398.87,CA0219
2,10/3/2013,1398.87,CA0219
8,7/19/2014,1398.87,CA0219
2,10/5/2013,1398.87,CA0219
4,7/31/2014,1398.87,CA0219
2,8/2/2014,1398.87,CA0219
2,6/6/2014,1398.87,CA0219
4,6/21/2014,1398.87,CA0219
8,6/7/2014,1398.87,CA0219
8,9/21/2013,1398.87,CA0219
6,5/17/2014,1398.87,CA0219
22,5/23/2013,1475.32,CA0219
20,6/8/2013,1619.2,CA0219
4,10/25/2013,1398.87,CA0219
12,12/26/2013,1398.87,CA0219
12,12/19/2013,1398.87,CA0219
36,12/5/2013,1398.87,CA0219
12,11/21/2013,1398.87,CA0219
14,12/13/2013,1398.87,CA0219
12,11/29/2013,1398.87,CA0219
14,11/22/2013,1398.87,CA0219
12,1/9/2014,1398.87,CA0219
12,12/1/2013,1398.87,CA0219
12,1/3/2014,1398.87,CA0219
12,1/5/2014,1398.87,CA0219
20,12/27/2013,1398.87,CA0219
15,12/8/2013,1398.87,CA0219
12,1/10/2014,1398.87,CA0219
12,12/16/2013,1398.87,CA0219
12,1/12/2014,1398.87,CA0219
12,12/9/2013,1398.87,CA0219
16,11/24/2013,1398.87,CA0219
16,1/11/2014,1398.87,CA0219
12,12/28/2013,1398.87,CA0219
16,12/21/2013,1398.87,CA0219
12,12/8/2013,1398.87,CA0219
14,12/23/2013,1398.87,CA0219
12,12/7/2013,1398.87,CA0219
14,12/14/2013,1398.87,CA0219
12,12/30/2013,1398.87,CA0219
12,1/13/2014,1398.87,CA0219
2,10/4/2013,1398.87,CA0219
12,1/1/2014,1398.87,CA0219
12,1/8/2014,1398.87,CA0219
2,6/20/2014,1398.87,CA0219
16,12/21/2013,1398.87,CA0219
22,11/30/2013,1398.87,CA0219
12,1/5/2014,1398.87,CA0219
20,12/22/2013,1398.87,CA0219
12,12/4/2013,1398.87,CA0219
30,12/11/2013,1398.87,CA0219
14,12/28/2013,1398.87,CA0219
12,11/27/2013,1398.87,CA0219
3,7/27/2014,1398.87,CA0219
12,12/12/2013,1398.87,CA0219
12,11/28/2013,1398.87,CA0219
12,1/2/2014,1398.87,CA0219
40,12/6/2013,1398.87,CA0219
3,11/3/2013,1398.87,CA0219
2,11/8/2013,1398.87,CA0219
3,9/29/2013,1398.87,CA0219
4,9/20/2013,1398.87,CA0219
16,1/4/2014,1398.87,CA0219
12,11/30/2013,1398.87,CA0219
12,12/2/2013,1398.87,CA0219
16,11/25/2013,1398.87,CA0219
12,11/23/2013,1398.87,CA0219
12,1/6/2014,1398.87,CA0219
12,11/24/2013,1398.87,CA0219
38,12/20/2013,1398.87,CA0219
36,12/22/2013,1398.87,CA0219
12,12/15/2013,1398.87,CA0219
12,12/25/2013,1398.87,CA0219
12,12/18/2013,1398.87,CA0219
41,1/11/2014,1398.87,CA0219
12,1/4/2014,1398.87,CA0219
78,12/7/2013,1398.87,CA0219
20,11/23/2013,1398.87,CA0219
30,1/12/2014,1398.87,CA0219
12,12/15/2013,1398.87,CA0219
14,12/1/2013,1398.87,CA0219
3,6/15/2014,1398.87,CA0219
2,8/1/2014,1398.87,CA0219
30,12/29/2013,1398.87,CA0219
16,12/29/2013,1398.87,CA0219
0,5/8/2013,1398.87,CA0219
0,5/9/2013,1398.87,CA0219
0,5/5/2013,1475.32,CA0219
151,6/9/2013,1398.87,CA0219
88,6/3/2013,1398.87,CA0219
157,6/13/2013,1398.87,CA0219
127,6/8/2013,1398.87,CA0219
135,6/12/2013,1398.87,CA0219
112,6/7/2013,1398.87,CA0219
0,5/10/2013,1398.87,CA0219
130,6/14/2013,1398.87,CA0219
117,6/17/2013,1398.87,CA0219
125,6/16/2013,1398.87,CA0219
91,6/9/2013,1398.87,CA0219
104,6/8/2013,1398.87,CA0219
101,6/15/2013,1398.87,CA0219
83,6/10/2013,1398.87,CA0219
135,6/15/2013,1398.87,CA0219
124,6/5/2013,1398.87,CA0219
80,6/2/2013,1398.87,CA0219
104,6/16/2013,1398.87,CA0219
155,6/2/2013,1398.87,CA0219
117,6/1/2013,1398.87,CA0219
35,5/22/2013,1619.2,CA0219
0,5/9/2013,1475.32,CA0219
0,5/8/2013,1475.32,CA0219
0,5/4/2013,742.64,CA0219
34,5/23/2013,1619.2,CA0219
0,4/27/2013,1475.32,CA0219
14,10/16/2013,1475.32,CA0219
0,4/17/2013,1398.87,CA0219
0,4/13/2013,742.64,CA0219
0,5/10/2013,742.64,CA0219
0,4/27/2013,742.64,CA0219
0,5/6/2013,1475.32,CA0219
297,7/18/2013,742.64,CA0219
102,6/20/2013,1398.87,CA0219
102,6/21/2013,1398.87,CA0219
102,6/22/2013,1398.87,CA0219
80,6/23/2013,1398.87,CA0219
74,6/22/2013,1398.87,CA0219
102,6/23/2013,1398.87,CA0219
441,7/19/2013,742.64,CA0219
14,8/9/2013,1475.32,CA0219
91,7/13/2013,1398.87,CA0219
121,7/14/2013,1398.87,CA0219
133,7/13/2013,1398.87,CA0219
69,7/21/2013,1398.87,CA0219
76,7/14/2013,1398.87,CA0219
86,7/15/2013,1398.87,CA0219
97,7/19/2013,1398.87,CA0219
53,7/11/2013,1398.87,CA0219
136,7/21/2013,1398.87,CA0219
134,7/20/2013,1398.87,CA0219
91,7/20/2013,1398.87,CA0219
81,7/17/2013,1398.87,CA0219
90,7/10/2013,1398.87,CA0219
36,6/30/2013,1475.32,CA0219
0,6/30/2014,1398.87,CA0219
0,7/13/2014,1398.87,CA0219
0,7/5/2014,1398.87,CA0219
0,7/5/2014,1398.87,CA0219
3,7/6/2014,1398.87,CA0219
4,7/12/2014,1398.87,CA0219
0,7/13/2014,1398.87,CA0219
12,7/12/2014,1398.87,CA0219
0,7/2/2014,1398.87,CA0219
8,6/28/2014,1398.87,CA0219
0,7/9/2014,1398.87,CA0219
0,7/6/2014,1398.87,CA0219
0,6/29/2014,1398.87,CA0219
0,7/7/2014,1398.87,CA0219
2,7/4/2014,1398.87,CA0219
0,7/10/2014,1398.87,CA0219
0,6/28/2014,1398.87,CA0219
0,1/30/2014,1398.87,CA0219
0,1/31/2014,1398.87,CA0219
0,2/2/2014,1398.87,CA0219
0,1/27/2014,1398.87,CA0219
0,2/9/2014,1398.87,CA0219
6,1/25/2014,1398.87,CA0219
0,1/26/2014,1398.87,CA0219
2,2/8/2014,1398.87,CA0219
0,2/1/2014,1398.87,CA0219
0,2/10/2014,1398.87,CA0219
0,2/3/2014,1398.87,CA0219
12,2/1/2014,1398.87,CA0219
0,2/5/2014,1398.87,CA0219
0,1/22/2014,1398.87,CA0219
0,1/29/2014,1398.87,CA0219
0,1/26/2014,1398.87,CA0219
0,1/25/2014,1398.87,CA0219
0,2/2/2014,1398.87,CA0219
0,2/9/2014,1398.87,CA0219
2,2/8/2014,1398.87,CA0219
0,1/24/2014,1398.87,CA0219
0,2/6/2014,1398.87,CA0219
0,1/23/2014,1398.87,CA0219
2,2/7/2014,1398.87,CA0219
0,6/29/2014,1398.87,CA0219
0,7/11/2014,1398.87,CA0219
0,7/3/2014,1398.87,CA0219
0,7/14/2014,1398.87,CA0219
67,6/1/2013,1475.32,CA0219
0,4/16/2013,1475.32,CA0219
0,5/10/2013,1475.32,CA0219
99,9/13/2013,1475.32,CA0219
256,5/31/2013,742.64,CA0219
17,5/18/2013,1475.32,CA0219
121,6/6/2013,1398.87,CA0219
63,7/18/2013,1398.87,CA0219
52,7/22/2013,1398.87,CA0219
98,7/24/2013,1398.87,CA0219
77,7/25/2013,1398.87,CA0219
145,6/3/2013,742.64,CA0219
68,7/26/2013,1398.87,CA0219
74,7/27/2013,1398.87,CA0219
109,7/28/2013,1398.87,CA0219
101,7/28/2013,1398.87,CA0219
87,7/27/2013,1398.87,CA0219
76,7/29/2013,1398.87,CA0219
138,6/6/2013,742.64,CA0219
66,6/16/2013,1475.32,CA0219
86,7/12/2013,1398.87,CA0219
168,5/29/2013,1398.87,CA0219
30,7/7/2013,1475.32,CA0219
164,8/28/2013,742.64,CA0219
194,8/8/2013,742.64,CA0219
75,5/13/2013,1398.87,CA0219
58,5/12/2013,1398.87,CA0219
17,5/17/2013,1475.32,CA0219
35,5/16/2013,1475.32,CA0219
40,11/5/2013,1475.32,CA0219
168,5/30/2013,1398.87,CA0219
13,5/11/2013,1398.87,CA0219
72,7/28/2013,1475.32,CA0219
138,5/31/2013,1398.87,CA0219
14,5/11/2013,1398.87,CA0219
194,5/25/2013,1475.32,CA0219
21,5/12/2013,1475.32,CA0219
0,7/17/2013,1619.2,CA0219
54,12/14/2013,1398.87,CA0219
73,6/9/2013,742.64,CA0219
179,6/1/2013,1398.87,CA0219
140,7/27/2013,742.64,CA0219
346,5/30/2013,742.64,CA0219
54,5/12/2013,1398.87,CA0219
0,6/8/2013,2964.26,CA0260
0,5/10/2013,2964.26,CA0260
382,6/2/2013,2207.67,CA0260
23,9/29/2013,2207.67,CA0260
24,9/28/2013,2207.67,CA0260
24,9/30/2013,2207.67,CA0260
45,8/31/2013,2730.83,CA0260
1529,8/31/2013,2730.83,CA0260
1212,9/14/2013,2730.83,CA0260
120,6/23/2013,2207.67,CA0260
0,4/28/2013,388.7,CA0260
0,4/27/2013,388.7,CA0260
0,4/25/2013,388.7,CA0260
0,4/24/2013,388.7,CA0260
0,4/27/2013,388.7,CA0260
0,4/26/2013,388.7,CA0260
0,4/28/2013,388.7,CA0260
0,4/20/2013,2207.67,CA0260
959,9/7/2013,2207.67,CA0260
0,4/17/2013,2207.67,CA0260
240,7/28/2013,2207.67,CA0260
301,9/9/2013,2207.67,CA0260
212,7/20/2013,2207.67,CA0260
127,6/15/2013,2207.67,CA0260
506,6/30/2013,2207.67,CA0260
36,8/18/2013,2207.67,CA0260
1373,10/5/2013,2730.83,CA0260
1618,11/9/2013,2730.83,CA0260
0,5/11/2013,2964.26,CA0260
0,5/17/2013,2964.26,CA0260
1536,9/7/2013,2730.83,CA0260
400,5/30/2013,2207.67,CA0260
563,7/27/2013,2207.67,CA0260
1316,10/19/2013,2730.83,CA0260
1360,11/2/2013,2730.83,CA0260
951,5/31/2013,2207.67,CA0260
736,6/1/2013,2207.67,CA0260
0,6/8/2013,2964.26,CA0261
0,5/10/2013,2964.26,CA0261
382,6/2/2013,2207.67,CA0261
23,9/29/2013,2207.67,CA0261
24,9/28/2013,2207.67,CA0261
24,9/30/2013,2207.67,CA0261
45,8/31/2013,2730.83,CA0261
1529,8/31/2013,2730.83,CA0261
1212,9/14/2013,2730.83,CA0261
120,6/23/2013,2207.67,CA0261
0,4/28/2013,388.7,CA0261
0,4/27/2013,388.7,CA0261
0,4/25/2013,388.7,CA0261
0,4/24/2013,388.7,CA0261
0,4/27/2013,388.7,CA0261
0,4/26/2013,388.7,CA0261
0,4/28/2013,388.7,CA0261
0,4/20/2013,2207.67,CA0261
959,9/7/2013,2207.67,CA0261
0,4/17/2013,2207.67,CA0261
240,7/28/2013,2207.67,CA0261
301,9/9/2013,2207.67,CA0261
212,7/20/2013,2207.67,CA0261
127,6/15/2013,2207.67,CA0261
506,6/30/2013,2207.67,CA0261
36,8/18/2013,2207.67,CA0261
1373,10/5/2013,2730.83,CA0261
1618,11/9/2013,2730.83,CA0261
0,5/11/2013,2964.26,CA0261
0,5/17/2013,2964.26,CA0261
1536,9/7/2013,2730.83,CA0261
400,5/30/2013,2207.67,CA0261
563,7/27/2013,2207.67,CA0261
1316,10/19/2013,2730.83,CA0261
1360,11/2/2013,2730.83,CA0261
951,5/31/2013,2207.67,CA0261
736,6/1/2013,2207.67,CA0261
6,9/28/2013,1098.53,CA0307
8,6/8/2013,2561.56,CA0307
4,5/30/2013,2561.56,CA0307
18,6/5/2013,1098.53,CA0307
54,5/24/2013,1098.53,CA0307
2,5/19/2013,2561.56,CA0307
12,5/31/2013,2618.32,CA0307
5,5/29/2013,2618.32,CA0307
0,5/10/2013,1098.53,CA0307
48,6/2/2013,1098.53,CA0307
40,5/31/2013,1098.53,CA0307
25,6/13/2013,1098.53,CA0307
0,5/8/2013,1098.53,CA0307
0,5/7/2013,1098.53,CA0307
13,5/21/2013,1098.53,CA0307
21,7/25/2013,1098.53,CA0307
46,5/30/2013,1098.53,CA0307
0,5/5/2013,1098.53,CA0307
0,5/4/2013,1098.53,CA0307
0,4/30/2013,1098.53,CA0307
0,5/3/2013,1098.53,CA0307
16,6/23/2013,1098.53,CA0307
14,5/25/2013,2561.56,CA0307
70,5/23/2013,1098.53,CA0307
53,6/14/2013,1098.53,CA0307
31,5/17/2013,1098.53,CA0307
51,6/26/2013,1098.53,CA0307
40,6/28/2013,1098.53,CA0307
26,6/29/2013,1098.53,CA0307
44,7/26/2013,1098.53,CA0307
52,8/2/2013,1098.53,CA0307
48,5/22/2013,1098.53,CA0307
26,8/21/2013,1098.53,CA0307
36,9/28/2013,1098.53,CA0307
68,7/13/2013,1098.53,CA0307
